0.51246,-0.04893,0.35302,1,0,0,0,-1,0,0,0,-1
0.51511,-0.04475,0.35243,1,0,0,0,-1,0,0,0,-1
0.51777,-0.04057,0.35051,1,0,0,0,-1,0,0,0,-1
0.52042,-0.03639,0.34848,1,0,0,0,-1,0,0,0,-1
0.52308,-0.03221,0.3471,1,0,0,0,-1,0,0,0,-1
0.52573,-0.02802,0.34633,1,0,0,0,-1,0,0,0,-1
0.52839,-0.02384,0.34595,1,0,0,0,-1,0,0,0,-1
0.53104,-0.01966,0.34582,1,0,0,0,-1,0,0,0,-1
0.5337,-0.01548,0.34578,1,0,0,0,-1,0,0,0,-1
0.53635,-0.0113,0.34565,1,0,0,0,-1,0,0,0,-1
0.539,-0.00712,0.34541,1,0,0,0,-1,0,0,0,-1
0.54166,-0.00293,0.34505,1,0,0,0,-1,0,0,0,-1
0.54432,0.00125,0.34456,1,0,0,0,-1,0,0,0,-1
0.54697,0.00543,0.34392,1,0,0,0,-1,0,0,0,-1
0.54962,0.00961,0.34311,1,0,0,0,-1,0,0,0,-1
0.55228,0.01379,0.34212,1,0,0,0,-1,0,0,0,-1
0.55798,0.01515,0.34195,1,0,0,0,-1,0,0,0,-1
0.56297,0.0154,0.34235,1,0,0,0,-1,0,0,0,-1
0.56796,0.01565,0.34328,1,0,0,0,-1,0,0,0,-1
0.57296,0.0159,0.34478,1,0,0,0,-1,0,0,0,-1
0.57795,0.01615,0.34694,1,0,0,0,-1,0,0,0,-1
0.58295,0.0164,0.34989,1,0,0,0,-1,0,0,0,-1
0.58794,0.01664,0.3533,1,0,0,0,-1,0,0,0,-1
0.59293,0.01689,0.35583,1,0,0,0,-1,0,0,0,-1
0.59793,0.01714,0.35758,1,0,0,0,-1,0,0,0,-1
0.60292,0.01739,0.35864,1,0,0,0,-1,0,0,0,-1
0.60791,0.01764,0.35869,1,0,0,0,-1,0,0,0,-1
0.61291,0.01789,0.35753,1,0,0,0,-1,0,0,0,-1
0.6179,0.01814,0.35569,1,0,0,0,-1,0,0,0,-1
0.62289,0.01839,0.35304,1,0,0,0,-1,0,0,0,-1
0.62789,0.01864,0.34944,1,0,0,0,-1,0,0,0,-1
0.63288,0.01889,0.34617,1,0,0,0,-1,0,0,0,-1
0.63787,0.01914,0.34375,1,0,0,0,-1,0,0,0,-1
0.64377,0.01492,0.34353,1,0,0,0,-1,0,0,0,-1
0.64615,0.01052,0.34439,1,0,0,0,-1,0,0,0,-1
0.64852,0.00613,0.34508,1,0,0,0,-1,0,0,0,-1
0.65089,0.00173,0.34563,1,0,0,0,-1,0,0,0,-1
0.65326,-0.00266,0.34604,1,0,0,0,-1,0,0,0,-1
0.65564,-0.00706,0.34635,1,0,0,0,-1,0,0,0,-1
0.65801,-0.01145,0.34655,1,0,0,0,-1,0,0,0,-1
0.66038,-0.01585,0.34668,1,0,0,0,-1,0,0,0,-1
0.66276,-0.02025,0.34671,1,0,0,0,-1,0,0,0,-1
0.66513,-0.02464,0.34668,1,0,0,0,-1,0,0,0,-1
0.6675,-0.02904,0.34658,1,0,0,0,-1,0,0,0,-1
0.66987,-0.03343,0.34641,1,0,0,0,-1,0,0,0,-1
