1607.7,-509.06,202.65
1558.7,91.256,288.09
1559.2,88.777,284.27
1559.1,86.539,284.49
1559.1,84.301,284.71
1559.1,82.062,284.93
1559.5,79.546,281.11
1559,77.586,285.37
1557.7,51.481,296.08
1558.1,48.873,292.27
1558.1,46.643,292.49
1558.6,44.012,288.68
1558.5,41.774,288.9
1558.5,39.536,289.12
1558.5,37.297,289.34
1558.4,35.059,289.56
1558.4,30.583,290.01
1558.4,28.344,290.23
1558.3,26.106,290.45
1559.4,-39.256,280.61
1559.4,-41.525,280.84
1559.4,-43.794,281.06
1559.3,-46.062,281.28
1554.3,173.57,307.62
1554.3,171.39,307.84
1555.9,158.26,293.87
1555.9,156.06,294.09
1555.9,153.85,294.31
1555.4,151.68,298.59
1554.8,149.52,302.87
1555.3,147.27,299.02
1555.3,145.07,299.24
1555.5,91.785,296.36
1556.4,89.073,288.49
1556.4,86.842,288.71
1556.9,84.348,284.88
1556.8,82.11,285.1
1556.8,79.872,285.32
1556.8,77.633,285.54
1556.3,75.689,289.81
1555.5,53.751,296.04
1555.5,51.528,296.26
1555.9,48.921,292.45
1555.9,46.69,292.67
1555.9,44.459,292.89
1556.3,41.821,289.08
1555.8,39.998,293.33
1555.8,37.767,293.55
1556.2,35.106,289.74
1556.2,32.868,289.96
1556.1,30.63,290.18
1556.1,28.392,290.4
1556.1,26.153,290.62
1556.1,23.915,290.84
1556,21.677,291.06
1556,19.439,291.28
1556.4,16.71,287.48
1556.9,13.965,283.68
1556.9,11.712,283.91
1556.8,9.4587,284.13
1556.8,7.2053,284.35
1556.8,4.9518,284.57
1556.7,0.44501,285.02
1556.2,-1.257,289.25
1555.7,-2.9439,293.49
1556.5,-13.075,286.35
1557,-15.926,282.56
1556.9,-18.187,282.78
1556.9,-20.448,283.01
1556.9,-24.97,283.45
1556.8,-27.231,283.68
1557.2,-32.403,280.12
1557.2,-34.671,280.34
1557.2,-36.94,280.56
1557.1,-39.208,280.79
1557.1,-41.477,281.01
1557.1,-43.746,281.24
1557.1,-46.014,281.46
1557,-48.283,281.68
1557,-50.551,281.91
1557,-52.82,282.13
1557.3,-76.498,279.38
1557.7,-79.578,275.61
1557.7,-81.863,275.84
1557.8,-107.9,274.34
1557.8,-110.19,274.56
1558.2,-113.39,270.81
1558.2,-115.69,271.04
1558.7,-119.15,266.29
1558.7,-121.46,266.52
1558.7,-123.77,266.74
1558.6,-126.08,266.97
1558.6,-128.39,267.2
1559,-131.66,263.45
1559,-133.98,263.68
1559,-136.3,263.91
1559.4,-139.6,260.17
1559.4,-141.92,260.39
1559.4,-144.25,260.62
1559.3,-146.57,260.85
1554.4,281.13,290.07
1554.4,278.94,290.29
1555.3,277.54,282.28
1555.3,275.33,282.5
1554.1,257.01,292.45
1554.2,230.93,290.95
1553.7,228.5,295.26
1553.7,226.31,295.48
1553.2,223.9,299.78
1553.4,208.77,297.21
1553.4,206.58,297.42
1553.4,204.38,297.64
1553.3,202.19,297.85
1553.3,200,298.07
1553.3,197.81,298.29
1553.3,195.61,298.5
1553.2,193.42,298.72
1553.2,191.23,298.94
1553.2,189.03,299.15
1553.1,186.84,299.37
1553.1,184.65,299.58
1552.6,182.39,303.88
1552.5,175.83,304.52
1552.5,173.64,304.74
1552.5,171.46,304.95
1552.4,169.27,305.17
1552.4,167.09,305.39
1552.8,164.91,301.53
1552.8,162.72,301.75
1552.8,160.53,301.96
1552.8,158.34,302.18
1552.7,156.14,302.4
1552.7,153.95,302.61
1552.7,151.76,302.83
1552.6,149.56,303.04
1552.6,147.37,303.26
1552.1,145.24,307.54
1552.1,143.05,307.76
1553,140.72,299.85
1552.5,138.6,304.13
1553.7,118.42,293.91
1553.6,116.2,294.13
1553.6,113.99,294.35
1553.6,111.77,294.56
1553.5,109.56,294.78
1553.5,107.34,295
1553.5,105.12,295.22
1553.4,102.91,295.44
1553.4,100.69,295.66
1553.4,98.478,295.88
1553.4,96.262,296.09
1553.3,94.047,296.31
1553.8,91.591,292.49
1554.2,89.12,288.66
1554.2,86.889,288.88
1554.1,84.658,289.1
1553.6,82.699,293.36
1554.6,79.919,285.5
1554.1,77.966,289.76
1553.6,76.029,294.02
1553.5,73.806,294.24
1553.5,71.583,294.46
1553.9,64.582,291.08
1553.4,62.691,295.34
1553.8,60.121,291.52
1553.8,57.89,291.74
1553.3,56.021,295.99
1553.3,53.798,296.21
1553.2,51.575,296.43
1553.7,48.968,292.62
1553.2,47.129,296.87
1553.6,44.506,293.06
1553.6,42.276,293.28
1553.6,40.045,293.5
1553.5,37.814,293.72
1554,35.154,289.91
1553.9,32.915,290.13
1553.9,30.677,290.35
1553.9,28.439,290.58
1553.8,26.201,290.8
1553.8,23.962,291.02
1553.8,21.724,291.24
1553.8,19.486,291.46
1554.2,16.757,287.66
1554.2,14.511,287.88
1554.6,11.76,284.08
1554.6,9.5063,284.3
1554.1,7.7738,288.54
1554.5,4.9994,284.75
1554.5,2.746,284.97
1554,1.0363,289.21
1553.5,-0.65836,293.45
1553.5,-2.8966,293.67
1553.9,-5.7013,289.87
1554.3,-8.5211,286.08
1553.8,-10.193,290.32
1554.3,-13.028,286.53
1554.2,-15.281,286.75
1554.7,-18.139,282.96
1554.6,-20.4,283.18
1554.6,-22.661,283.41
1554.6,-24.922,283.63
1554.6,-27.183,283.85
1554.5,-29.444,284.08
1555,-32.355,280.29
1554.9,-34.623,280.52
1554.9,-36.892,280.74
1554.9,-39.161,280.97
1554.8,-41.429,281.19
1554.8,-43.698,281.41
1554.8,-45.966,281.64
1554.8,-48.235,281.86
1554.7,-50.503,282.08
1554.7,-52.772,282.31
1555.2,-55.948,277.53
1555.2,-58.226,277.76
1555.2,-60.504,277.98
1555.6,-63.53,274.21
1555.1,-65.06,278.43
1555.6,-68.101,274.66
1555.1,-69.616,278.88
1555.5,-72.673,275.12
1555.5,-74.958,275.34
1555.4,-77.244,275.57
1555.4,-79.53,275.79
1555.4,-81.815,276.02
1555.3,-84.101,276.24
1555.8,-87.211,272.48
1555.3,-88.672,276.69
1555.7,-91.797,272.93
1555.7,-94.09,273.16
1555.7,-96.383,273.38
1555.6,-98.677,273.61
1555.6,-100.97,273.84
1555.6,-103.26,274.06
1555.5,-105.56,274.29
1556,-108.74,270.53
1555.9,-111.04,270.76
1556.5,-114.48,266.01
1556.4,-116.79,266.24
1556.4,-119.1,266.47
1556.4,-121.41,266.7
1556.4,-123.72,266.92
1556.3,-126.03,267.15
1556.3,-128.34,267.38
1556.7,-131.61,263.63
1556.7,-133.93,263.86
1556.7,-136.25,264.09
1556.6,-138.56,264.32
1557.1,-141.87,260.58
1556.6,-143.2,264.78
1556.5,-145.52,265.01
1556.5,-147.84,265.23
1553.4,304.08,279.84
1552.9,301.39,284.18
1552.4,298.72,288.51
1552.4,294.33,288.94
1552.3,292.14,289.16
1552.3,289.95,289.38
1552.2,283.37,290.02
1551.7,280.77,294.35
1552.2,278.98,290.46
1552.6,277.19,286.56
1552.6,274.99,286.78
1552.1,272.41,291.11
1552.5,270.59,287.22
1552,268.02,291.54
1552,265.83,291.75
1551.4,258.91,296.5
1551.9,257.06,292.62
1551.4,254.54,296.94
1552.3,252.98,288.95
1552.3,250.78,289.17
1552.2,248.58,289.39
1552.2,246.38,289.6
1552.2,244.18,289.82
1552.6,242.26,285.94
1552.6,240.05,286.16
1552.1,237.58,290.47
1551.6,235.13,294.78
1551.6,232.94,295
1551.5,230.74,295.21
1551.5,228.55,295.43
1551.5,226.36,295.65
1551,223.95,299.95
1551.4,221.97,296.08
1551.4,219.78,296.3
1551.4,217.59,296.51
1551.3,215.39,296.73
1550.8,213.02,301.03
1551.3,211.01,297.16
1551.7,208.98,293.29
1551.2,206.62,297.59
1551.2,204.43,297.81
1551.1,202.24,298.03
1551.1,200.04,298.24
1551.1,197.85,298.46
1551.1,195.66,298.67
1551,193.47,298.89
1551,191.27,299.11
1551,189.08,299.32
1550.9,186.89,299.54
1550.9,184.7,299.76
1550.4,182.43,304.05
1550.4,180.25,304.26
1550.4,178.06,304.48
1550.3,175.88,304.69
1550.3,173.69,304.91
1550.3,171.51,305.13
1550.2,169.32,305.34
1550.2,167.14,305.56
1550.7,164.96,301.7
1550.6,162.77,301.92
1550.6,160.57,302.13
1550.6,158.38,302.35
1550.5,156.19,302.57
1550.5,154,302.78
1550.5,151.8,303
1550.4,149.61,303.22
1550.4,147.42,303.43
1549.9,145.28,307.71
1549.9,143.1,307.93
1550.3,140.84,304.08
1550.3,138.65,304.3
1550.3,136.45,304.51
1550.2,134.26,304.73
1550.7,131.96,300.89
1550.6,129.76,301.1
1551.1,127.45,297.26
1551.1,125.24,297.48
1551,123.03,297.7
1551.5,120.68,293.86
1551.4,118.46,294.08
1551.4,116.25,294.3
1551.4,114.03,294.52
1551.3,111.82,294.74
1551.3,109.6,294.96
1551.3,107.39,295.17
1551.3,105.17,295.39
1551.2,102.96,295.61
1551.2,100.74,295.83
1551.2,98.525,296.05
1551.1,96.309,296.27
1551.6,93.861,292.44
1551.5,91.638,292.66
1551.5,89.415,292.88
1551.9,86.936,289.05
1551.9,84.706,289.27
1551.4,82.745,293.54
1551.4,80.522,293.76
1551.4,78.299,293.97
1551.3,76.076,294.19
1551.3,73.853,294.41
1551.3,71.63,294.63
1550.8,69.723,298.89
1551.2,67.184,295.07
1551.2,64.961,295.29
1551.2,62.738,295.51
1551.1,60.515,295.73
1551.1,58.291,295.95
1551.1,56.068,296.17
1551,53.845,296.39
1551.5,51.245,292.57
1551,49.399,296.82
1550.9,47.176,297.04
1550.9,44.953,297.26
1551.4,42.323,293.45
1551.3,40.092,293.67
1551.3,37.861,293.89
1551.3,35.631,294.11
1551.2,33.4,294.33
1551.7,30.724,290.53
1551.6,28.486,290.75
1551.6,26.248,290.97
1551.6,24.01,291.19
1551.5,21.771,291.41
1551.5,19.533,291.63
1551.5,17.295,291.85
1551.9,14.559,288.06
1551.9,12.313,288.28
1552.3,9.5539,284.48
1551.8,7.8212,288.72
1552.3,5.047,284.92
1552.2,2.7936,285.15
1551.7,1.0837,289.38
1551.7,-1.1622,289.61
1551.2,-2.8493,293.84
1551.6,-5.6538,290.05
1551.6,-7.8997,290.27
1551.6,-10.145,290.49
1552,-12.98,286.7
1552,-15.234,286.92
1552.4,-18.091,283.14
1552.4,-20.352,283.36
1552.4,-22.613,283.58
1552.3,-24.874,283.81
1552.3,-27.135,284.03
1552.3,-29.396,284.25
1552.7,-32.307,280.47
1552.7,-34.575,280.7
1552.6,-36.844,280.92
1552.6,-39.113,281.14
1552.6,-41.381,281.37
1552.5,-43.65,281.59
1552.5,-45.918,281.81
1552.5,-48.187,282.04
1552.4,-50.455,282.26
1552.4,-52.724,282.49
1552.4,-54.993,282.71
1552.9,-58.177,277.94
1552.9,-60.456,278.16
1552.9,-62.734,278.39
1552.8,-65.012,278.61
1552.8,-67.29,278.84
1552.8,-69.568,279.06
1553.2,-72.624,275.29
1553.2,-74.91,275.52
